"t","v","k","N","Source","arith_family","arith_tier"
2,18,9324,1062,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,9576,1077,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,9598,1079,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,10104,1080,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,10123,1092,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,10124,1093,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,10561,1097,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,10668,1098,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,10780,1112,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,10945,1113,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11004,1114,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11053,1115,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11109,1116,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11125,1125,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11126,1126,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11164,1127,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11242,1128,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11384,1129,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11426,1130,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11444,1131,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11487,1132,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11550,1133,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11566,1141,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11605,1142,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11683,1143,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11725,1144,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11784,1145,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11880,1146,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11928,1147,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,11991,1148,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12096,1152,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12163,1159,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12168,1160,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12282,1161,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12326,1162,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12375,1163,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12432,1164,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12663,1170,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12752,1178,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12813,1179,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12831,1180,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,12873,1182,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13030,1185,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13140,1186,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13188,1187,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13195,1188,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13209,1189,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13216,1191,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13230,1192,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13251,1195,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13265,1196,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13300,1197,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13314,1198,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13328,1199,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13426,1200,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13588,1201,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13657,1202,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13685,1203,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13720,1204,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13734,1205,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13755,1206,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13762,1207,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13776,1208,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13797,1210,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13825,1213,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13846,1214,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13902,1215,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,13968,1216,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14112,1217,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14133,1218,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14203,1219,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14238,1220,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14280,1221,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14301,1222,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14328,1224,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14343,1225,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14364,1228,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14397,1229,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14418,1230,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14448,1231,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14511,1232,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14593,1233,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14658,1234,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14769,1235,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14811,1236,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14868,1237,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14889,1239,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14910,1240,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14916,1242,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,14952,1244,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15004,1246,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15031,1247,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15080,1248,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15188,1249,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15247,1250,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15369,1251,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15440,1252,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15482,1253,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,15960,1256,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,16840,1258,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,18,16842,1260,"Direct product generalized","Direct product","ARITH_INFERRED"
2,18,17682,1261,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,18,18524,1269,"PCAxPCA",NA,"NOT_ATTEMPTED"
2,18,19222,1278,"Direct product generalized","Direct product","ARITH_OPEN"
2,18,20000,1279,"Direct product generalized","Direct product","ARITH_OPEN"
3,18,5,5994,"Li-Ji-Yin","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,6,6156,"Ji-Yin","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,12,6797,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,13,6830,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,15,6831,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,16,6833,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,20,6856,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,21,11500,"orthogonal array fuse fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,22,11533,"orthogonal array fuse fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,23,11594,"orthogonal array fuse fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,24,11647,"orthogonal array fuse fuse fuse fuse fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
3,18,26,12780,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,18,28,12866,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,18,30,12883,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,18,32,12885,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,18,34,12908,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,18,40,12925,"Chateauneuf-Kreher doubling","Chateauneuf-Kreher doubling","ARITHMETIC"
3,18,381,13715,"Raaphorst-Moura-Stevens fuse","fuse","ARITHMETIC"
3,18,382,19223,"Add a factor","Add a factor","ARITHMETIC"
3,18,383,19545,"perfect hash family2,760,381T377","perfect hash family","ARITHMETIC"
3,18,384,19707,"perfect hash family2,760,381T376","perfect hash family","ARITHMETIC"
3,18,385,19869,"perfect hash family2,760,381T375","perfect hash family","ARITHMETIC"
3,18,400,20189,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,1725,31317,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,1905,31335,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,2070,31479,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,2286,31497,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,2415,32016,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,2667,32034,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,2700,32578,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,3795,32586,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,4180,32604,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,4560,32822,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,5175,32838,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,5520,32840,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,6555,32849,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITHMETIC"
3,18,6556,32866,"Cohen-Colbourn-Ling fuse","fuse","ARITHMETIC"
3,18,7239,32867,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITHMETIC"
3,18,7540,33166,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,7620,33185,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
3,18,8001,38209,"Cohen-Colbourn-Ling",NA,"NOT_ATTEMPTED"
4,18,6,108621,"Derive from strength 5","Derive","ARITHMETIC"
4,18,7,123072,"Augment OA","terminal (search or published array)","TERMINAL_CLAIMED"
4,18,8,128142,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
4,18,9,129687,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
4,18,10,130091,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
4,18,11,130263,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
4,18,12,130280,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
4,18,13,130287,"orthogonal array fuse postop NCK","terminal (search or published array)","TERMINAL_CLAIMED"
4,18,21,233928,"extended OA (Colbourn) special fuse","fuse","ARITH_OPEN"
4,18,40,356094,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,361,630665,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,380,642847,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,400,649648,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,3629,1260971,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,3743,1261313,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,3781,1261655,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,4427,1261709,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,4660,1287230,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,6555,1371095,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,6859,1371419,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,6900,1396616,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7180,1396958,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7200,1397313,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7220,1397316,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7239,1421496,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7240,1423100,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7320,1424538,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7340,1428534,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7360,1428889,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7560,1428900,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7600,1433334,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7620,1435174,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7640,1539826,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7660,1545944,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7680,1553983,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7700,1557061,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,7800,1563141,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,8000,1567647,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,8040,1637974,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,8100,1641018,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
4,18,8246,1681235,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,8398,1684423,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,8531,1690895,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,8702,1691237,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,8778,1699849,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,9082,1699921,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,9158,1701599,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,9538,1710109,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,9614,1711835,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,9671,1717061,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,9747,1717457,"Colbourn-Martirosyan-TVT-Walker fuse","fuse","ARITHMETIC"
4,18,10000,1733827,"Colbourn-Martirosyan-TVT-Walker","Colbourn-Martirosyan-TVT-Walker","ARITH_OPEN"
5,18,7,1955178,"Ji-Li-Yin","terminal (search or published array)","TERMINAL_CLAIMED"
5,18,8,2235668,"Augment OA","terminal (search or published array)","TERMINAL_CLAIMED"
5,18,9,2360788,"Augment OA","terminal (search or published array)","TERMINAL_CLAIMED"
5,18,21,4444632,"extended OA (Colbourn) special fuse","fuse","ARITH_OPEN"
5,18,852,26957699,"Add 1 factors","Add n factors","ARITHMETIC"
5,18,853,32118695,"Add 2 factors","Add n factors","ARITHMETIC"
5,18,854,35653553,"Add 3 factors","Add n factors","ARITH_OPEN"
5,18,855,36240984,"Add 4 factors","Add n factors","ARITH_OPEN"
5,18,856,36454581,"Add 5 factors","Add n factors","ARITH_OPEN"
5,18,857,38429531,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,860,38436029,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,870,38455523,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,871,45604907,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,872,50765903,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,873,54300761,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,874,54888192,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,875,55101789,"Add 19 factors","Add n factors","ARITH_OPEN"
5,18,878,56929368,"perfect hash family3,1254,837T376","perfect hash family","ARITHMETIC"
5,18,883,56935866,"perfect hash family3,1254,837T371","perfect hash family","ARITHMETIC"
5,18,887,56936208,"perfect hash family3,1254,837T367","perfect hash family","ARITHMETIC"
5,18,890,56936316,"perfect hash family3,1254,837T364","perfect hash family","ARITHMETIC"
5,18,894,56949204,"perfect hash family3,1275,851T381","perfect hash family","ARITHMETIC"
5,18,897,56949312,"perfect hash family3,1275,851T378","perfect hash family","ARITHMETIC"
5,18,931,58513854,"perfect hash family3,1005,671T74","perfect hash family","ARITHMETIC"
5,18,1005,58644156,"perfect hash family3,1005,671","perfect hash family","ARITHMETIC"
5,18,1031,58904760,"perfect hash family3,1083,723T52","perfect hash family","ARITHMETIC"
5,18,1083,59035062,"perfect hash family3,1083,723","perfect hash family","ARITHMETIC"
5,18,1088,59151684,"perfect hash family3,1254,837T166","perfect hash family","ARITHMETIC"
5,18,1095,59164680,"perfect hash family3,1275,851T180","perfect hash family","ARITHMETIC"
5,18,1140,59281986,"perfect hash family3,1254,837T114","perfect hash family","ARITHMETIC"
5,18,1147,59294982,"perfect hash family3,1275,851T128","perfect hash family","ARITHMETIC"
5,18,1255,59405448,"perfect hash family3,1255,838","perfect hash family","ARITHMETIC"
5,18,1262,59418444,"perfect hash family3,1275,851T13","perfect hash family","ARITHMETIC"
5,18,1275,59424942,"perfect hash family3,1275,851","perfect hash family","ARITHMETIC"
5,18,1276,66574326,"Add 1 factors","Add n factors","ARITHMETIC"
5,18,1336,66586860,"Power N-CT41^2Trin1,4,4","Power N-CT","ARITHMETIC"
5,18,1369,66593700,"Power N-CT41^2T4T4","Power N-CT","ARITHMETIC"
5,18,1375,66696642,"Power N-CT41^2Arc(4)T4","Power N-CT","ARITHMETIC"
5,18,1409,66703482,"Power N-CT41^2Arc(3)T4","Power N-CT","ARITHMETIC"
5,18,1444,66710322,"Power N-CT41^2Arc(2)T4","Power N-CT","ARITHMETIC"
5,18,1480,66717162,"Power N-CT41^2T4T1","Power N-CT","ARITHMETIC"
5,18,1517,66724002,"Power N-CT41^2T4","Power N-CT","ARITHMETIC"
5,18,1591,66724290,"Power N-CT43^2T6","Power N-CT","ARITHMETIC"
5,18,1600,66840624,"Power N-CT41^2T1T1","Power N-CT","ARITHMETIC"
5,18,1640,66847464,"Power N-CT41^2T1","Power N-CT","ARITHMETIC"
5,18,1720,66847752,"Power N-CT43^2T3","Power N-CT","ARITHMETIC"
5,18,1763,66854592,"Power N-CT43^2T2","Power N-CT","ARITHMETIC"
5,18,1851,66854628,"Power N-CT43^2+2","Power N-CT","ARITHMETIC"
5,18,1865,75716128,"perfect hash family4,3125,625T252","perfect hash family","ARITHMETIC"
5,18,2230,75846430,"perfect hash family4,3125,625T179","perfect hash family","ARITHMETIC"
5,18,2305,75969892,"perfect hash family4,3125,625T164","perfect hash family","ARITHMETIC"
5,18,2330,75976390,"perfect hash family4,3125,625T159","perfect hash family","ARITHMETIC"
5,18,2350,75976732,"perfect hash family4,3125,625T155","perfect hash family","ARITHMETIC"
5,18,2365,75976840,"perfect hash family4,3125,625T152","perfect hash family","ARITHMETIC"
5,18,2985,78061906,"perfect hash family4,3125,625T28","perfect hash family","ARITHMETIC"
5,18,3125,78192208,"perfect hash family4,3125,625","perfect hash family","ARITHMETIC"
5,18,3293,86533074,"Power N-CT89^2T52","Power N-CT","ARITHMETIC"
5,18,3334,86656464,"Power N-CT79^2Trin1,4,34","Power N-CT","ARITHMETIC"
5,18,3375,86656518,"Power N-CT79^2T34T4","Power N-CT","ARITHMETIC"
5,18,3560,86656536,"Power N-CT89^2T49","Power N-CT","ARITHMETIC"
5,18,3649,86663376,"Power N-CT89^2T48","Power N-CT","ARITHMETIC"
5,18,4005,86663412,"Power N-CT89^2T44","Power N-CT","ARITHMETIC"
5,18,4020,87836004,"Power N-CT67^2T7","Power N-CT","ARITHMETIC"
5,18,4490,87966306,"Power N-CT67^2+1","Power N-CT","ARITHMETIC"
5,18,4624,88830540,"Power N-CT71^2T3T3","Power N-CT","ARITHMETIC"
5,18,4680,88878798,"Power N-CT79^2T19T1","Power N-CT","ARITHMETIC"
5,18,5340,88878852,"Power N-CT89^2T29","Power N-CT","ARITHMETIC"
5,18,6052,89009154,"Power N-CT89^2T21","Power N-CT","ARITHMETIC"
5,18,6675,89132616,"Power N-CT89^2T14","Power N-CT","ARITHMETIC"
5,18,6853,89139114,"Power N-CT89^2T12","Power N-CT","ARITHMETIC"
5,18,6942,89139456,"Power N-CT89^2T11","Power N-CT","ARITHMETIC"
5,18,7921,89139510,"Power N-CT89^2","Power N-CT","ARITHMETIC"
5,18,8000,96567780,"Power CT23^3T3T3T3","Power CT","ARITHMETIC"
5,18,8400,98536315,"Power CT23^3T3T3T2","Power CT","ARITHMETIC"
5,18,8800,99037020,"Power CT23^3T3T3T1","Power CT","ARITHMETIC"
5,18,9200,99043878,"Power CT23^3T3T3","Power CT","ARITHMETIC"
5,18,9240,101005555,"Power CT23^3T3T2T1","Power CT","ARITHMETIC"
5,18,9660,101012413,"Power CT23^3T3T2","Power CT","ARITHMETIC"
5,18,9680,101506260,"Power CT23^3T3T1T1","Power CT","ARITHMETIC"
5,18,10000,101513118,"Power CT23^3T3T1","Power CT","ARITHMETIC"
6,18,8,38120409,"Augment OA","terminal (search or published array)","TERMINAL_CLAIMED"
6,18,9,40346898,"Augment OA","terminal (search or published array)","TERMINAL_CLAIMED"
6,18,10,42690464,"Augment OA","terminal (search or published array)","TERMINAL_CLAIMED"
6,18,11,45151808,"Augment OA","terminal (search or published array)","TERMINAL_CLAIMED"
6,18,21,84448008,"extended OA (Colbourn) special fuse","fuse","ARITH_OPEN"
6,18,22,124325622,"Add 1 factors","Add n factors","ARITHMETIC"
6,18,202,488832425,"Add 1 factors","Add n factors","ARITHMETIC"
6,18,203,564275501,"Add 2 factors","Add n factors","ARITHMETIC"
6,18,204,662634989,"Add 3 factors","Add n factors","ARITH_OPEN"
6,18,205,712241978,"Add 5 factors","Add n factors","ARITH_OPEN"
6,18,206,712258502,"Add 5 factors","Add n factors","ARITH_OPEN"
6,18,207,730442186,"Add 6 factors","Add n factors","ARITH_OPEN"
6,18,209,750839977,"Power CT19^2T8","Power CT","ARITHMETIC"
6,18,361,752733809,"perfect hash family16,361,19,c fuse","fuse","ARITHMETIC"
6,18,362,752734048,"Power CT19^2+1","Power CT","ARITHMETIC"
6,18,363,945717538,"Add 1 factors","Add n factors","ARITHMETIC"
6,18,364,1021259758,"Add 2 factors","Add n factors","ARITHMETIC"
6,18,365,1124359906,"Add 3 factors","Add n factors","ARITH_OPEN"
6,18,366,1170123126,"Add 5 factors","Add n factors","ARITH_OPEN"
6,18,367,1170123365,"Add 5 factors","Add n factors","ARITH_OPEN"
6,18,368,1188758429,"Add 6 factors","Add n factors","ARITH_OPEN"
6,18,380,1228412717,"Add 19 factors","Add n factors","ARITH_OPEN"
6,18,381,1228412956,"Add 19 factors","Add n factors","ARITH_OPEN"
6,18,382,1425124138,"Add 1 factors","Add n factors","ARITHMETIC"
6,18,383,1465937393,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,18,394,1466167559,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,18,395,1466397725,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,18,398,1466627891,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,18,399,1466664233,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,18,401,1466700575,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,18,402,1467743133,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,18,515,1505467601,"perfect hash family32,515,19,c fuse","fuse","ARITHMETIC"
6,18,516,1505468096,"perfect hash family32,516,20","perfect hash family","ARITHMETIC"
6,18,517,1704857390,"Add 1 factors","Add n factors","ARITHMETIC"
6,18,518,1833546302,"Add 2 factors","Add n factors","ARITHMETIC"
6,18,519,1956077558,"Add 3 factors","Add n factors","ARITH_OPEN"
6,18,561,1975926300,"perfect hash family6,561,201","perfect hash family","ARITHMETIC"
6,18,580,2022972306,"Power N-CT29^2T9","Power N-CT","ARITHMETIC"
6,18,620,2022972810,"Power N-CT31^2T11","Power N-CT","ARITHMETIC"
6,18,651,2060374939,"Power N-CT31^2T10","Power N-CT","ARITHMETIC"
6,18,686,2087315755,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,18,690,2089530889,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,18,691,2089777435,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,18,722,2090024305,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,18,723,2098320486,"Martirosyan-TVT variant","Martirosyan-TVT","ARITHMETIC"
6,18,724,2106616428,"Martirosyan-TVT","Martirosyan-TVT","ARITHMETIC"
6,18,725,2114587950,"Power N-CT29^2T4","Power N-CT","ARITHMETIC"
6,18,775,2114588454,"Power N-CT31^2T6","Power N-CT","ARITHMETIC"
6,18,783,2116933728,"Power N-CT29^2T2","Power N-CT","ARITHMETIC"
6,18,837,2116934232,"Power N-CT31^2T4","Power N-CT","ARITHMETIC"
6,18,841,2117064030,"Power N-CT29^2","Power N-CT","ARITHMETIC"
